16421;Zooming In With Full Hand
51361;Doing other things
109495;Swiping Up
9781;Doing other things
22148;Stop Sign
8852;Swiping Up
23714;Stop Sign
36338;Swiping Right
99937;Stop Sign
1282;No gesture
126664;Doing other things
61898;Doing other things
137522;Thumb Up
97651;No gesture
29258;Stop Sign
94970;Stop Sign
35359;Stop Sign
131513;Doing other things
13993;Doing other things
33523;Swiping Up
126359;Zooming In With Full Hand
19152;Swiping Right
87896;Zooming In With Full Hand
138458;Thumb Up
89919;Thumb Up
74605;Thumb Up
31739;Zooming In With Full Hand
140097;Stop Sign
25452;No gesture
28089;Thumb Up
128569;Doing other things
4862;Doing other things
70770;Doing other things
38919;Doing other things
31242;Doing other things
17953;Swiping Right
136079;Stop Sign
43071;Stop Sign
107314;Thumb Up
104209;Doing other things
86965;Doing other things
16037;Swiping Right
54514;Doing other things
98313;Doing other things
47136;Thumb Up
59184;Thumb Up
139705;Doing other things
45783;Stop Sign
23489;Doing other things
112034;Doing other things
93965;Thumb Up
41558;Zooming In With Full Hand
63121;No gesture
89071;Swiping Right
35701;No gesture
104541;No gesture
60066;Swiping Right
23012;No gesture
39674;Doing other things
114086;Doing other things
135451;Doing other things
28033;Doing other things
105183;Thumb Up
49831;Swiping Right
136670;Zooming In With Full Hand
99416;Doing other things
52601;Zooming In With Full Hand
21753;Stop Sign
27842;Doing other things
30164;Doing other things
114765;Stop Sign
56727;Stop Sign
125280;Zooming In With Full Hand
18306;Doing other things
121916;No gesture
28921;Doing other things
141122;Doing other things
90874;No gesture
143245;Stop Sign
67360;Zooming In With Full Hand
128916;Swiping Right
147402;No gesture
121375;No gesture
61440;Doing other things
84634;Swiping Right
63224;No gesture
50248;Zooming In With Full Hand
105113;Doing other things
126388;Thumb Up
138743;Stop Sign
120786;No gesture
2071;Doing other things
131768;Stop Sign
63235;No gesture
24531;Thumb Up
52171;Thumb Up
78484;Swiping Up
129640;Doing other things
64225;Doing other things
118342;No gesture
24747;Zooming In With Full Hand
109408;Stop Sign
92475;Swiping Right
69402;No gesture
22308;Thumb Up
116292;Stop Sign
115494;Thumb Up
108001;Thumb Up
9299;Swiping Up
40879;Zooming In With Full Hand
26085;Zooming In With Full Hand
142075;Swiping Up
134062;Zooming In With Full Hand
70069;Swiping Up
8427;No gesture
108673;Swiping Up
44719;Doing other things
71850;Zooming In With Full Hand
120085;Thumb Up
71896;No gesture
6183;Stop Sign
148076;Stop Sign
133784;No gesture
50620;Thumb Up
59899;Stop Sign
125206;Doing other things
43113;Thumb Up
12564;Doing other things
33235;No gesture
126222;Doing other things
80449;Thumb Up
74669;Doing other things
101511;Doing other things
68632;Doing other things
5646;Doing other things
96567;Stop Sign
129562;Swiping Right
58736;Doing other things
2034;Thumb Up
84257;Swiping Right
100242;Doing other things
89416;No gesture
61686;Swiping Right
100849;Thumb Up
108330;Swiping Right
104150;Swiping Right
65818;Doing other things
106340;Doing other things
84896;Thumb Up
44836;Thumb Up
66420;Swiping Up
117662;Stop Sign
58060;Stop Sign
117604;Doing other things
84158;Zooming In With Full Hand
81455;Doing other things
133444;Doing other things
88260;Swiping Up
46194;Doing other things
89443;Doing other things
132900;No gesture
84435;Doing other things
37419;No gesture
20649;Swiping Up
19164;Doing other things
133038;Doing other things
126416;Doing other things
71323;Zooming In With Full Hand
41551;Doing other things
10487;Doing other things
11358;Doing other things
116906;Stop Sign
136690;Stop Sign
113742;Swiping Up
44088;Zooming In With Full Hand
57794;No gesture
35256;Stop Sign
142038;Stop Sign
138823;Swiping Up
56952;Zooming In With Full Hand
88953;No gesture
8557;Thumb Up
124475;Zooming In With Full Hand
147854;Doing other things
140152;Stop Sign
12950;Doing other things
28491;Swiping Right
81576;Stop Sign
91382;Swiping Up
46258;Doing other things
106938;Doing other things
13422;No gesture
67419;Zooming In With Full Hand
90356;Thumb Up
26953;Thumb Up
15478;Swiping Right
44864;Thumb Up
21915;No gesture
74779;Doing other things
113778;Swiping Up
45346;Thumb Up
97693;Doing other things
112074;Zooming In With Full Hand
39591;Thumb Up
41852;Swiping Up
2971;Swiping Up
110318;Thumb Up
84976;Doing other things
117184;Stop Sign
112043;Thumb Up
83280;No gesture
28368;Doing other things
36784;Thumb Up
4657;Doing other things
147887;Doing other things
141331;Zooming In With Full Hand
121791;Doing other things
24507;Doing other things
52544;Doing other things
133242;No gesture
52732;Doing other things
145312;Stop Sign
138441;No gesture
74687;Doing other things
61576;Doing other things
147103;No gesture
58054;Swiping Right
93354;Swiping Up
11959;Stop Sign
12438;Thumb Up
117568;Doing other things
12781;Swiping Up
64411;Stop Sign
107959;Zooming In With Full Hand
127952;Doing other things
131278;No gesture
20564;Zooming In With Full Hand
31075;Swiping Up
62675;Swiping Right
27102;Swiping Up
131327;Doing other things
142842;Doing other things
24603;Swiping Up
36928;Doing other things
31445;Swiping Right
48712;Doing other things
4751;Swiping Up
90392;Thumb Up
122290;Doing other things
130001;Doing other things
53110;Doing other things
5434;Zooming In With Full Hand
70818;Doing other things
13425;Stop Sign
129767;Doing other things
99832;Stop Sign
108191;Thumb Up
33355;No gesture
79144;Stop Sign
2481;Doing other things
89704;Thumb Up
128698;Doing other things
87009;Doing other things
75379;Doing other things
40305;Stop Sign
105971;No gesture
92116;Swiping Right
126619;Thumb Up
1638;Doing other things
29605;Zooming In With Full Hand
13253;Swiping Right
2126;Doing other things
120287;Swiping Right
108116;Stop Sign
39871;Doing other things
59111;Thumb Up
65648;Doing other things
56839;Doing other things
41201;No gesture
67141;Doing other things
39371;Doing other things
68442;Swiping Up
26856;Swiping Right
26219;Doing other things
68845;Doing other things
53489;Swiping Up
106749;Thumb Up
55755;Doing other things
99660;Thumb Up
80473;Thumb Up
131277;Stop Sign
45975;Doing other things
141403;Doing other things
95912;Doing other things
145437;Swiping Right
16668;Swiping Up
49127;Doing other things
127268;Zooming In With Full Hand
75779;No gesture
100271;Swiping Right
96052;Swiping Up
74274;No gesture
143437;Doing other things
116347;Doing other things
109174;Swiping Up
87272;No gesture
137400;Swiping Up
104406;Thumb Up
84438;Thumb Up
121515;Swiping Up
62392;Stop Sign
139842;Thumb Up
34852;Swiping Up
19906;Swiping Up
118032;Doing other things
96;Swiping Right
18510;Doing other things
84713;Swiping Right
39406;Doing other things
93598;Stop Sign
60145;Swiping Right
101319;Thumb Up
70404;Stop Sign
108845;Zooming In With Full Hand
127054;Thumb Up
23358;Doing other things
137504;Swiping Right
37154;Stop Sign
91036;Stop Sign
109444;Swiping Right
82530;No gesture
44085;Doing other things
21267;Zooming In With Full Hand
49501;Zooming In With Full Hand
136335;Doing other things
89520;Swiping Up
128317;Doing other things
2245;Swiping Up
15543;Swiping Right
136091;Swiping Up
21615;Swiping Up
139023;No gesture
100912;Thumb Up
89059;Thumb Up
90853;Swiping Up
38934;Swiping Up
16789;Swiping Right
134741;Swiping Right
91935;Doing other things
108900;Thumb Up
42671;Doing other things
64390;Swiping Up
115632;Swiping Up
139491;No gesture
85892;No gesture
131712;Thumb Up
32382;No gesture
32359;No gesture
92287;Swiping Right
144992;Swiping Right
68213;Stop Sign
142262;No gesture
132086;Doing other things
14897;Doing other things
51596;No gesture
126214;No gesture
17188;Thumb Up
46817;No gesture
31689;No gesture
68529;No gesture
106012;No gesture
132034;Stop Sign
67351;Doing other things
18377;Zooming In With Full Hand
124461;Doing other things
146500;Doing other things
16103;Swiping Right
111988;Stop Sign
92679;Stop Sign
66089;Thumb Up
3893;Thumb Up
146616;No gesture
90346;Doing other things
32948;Thumb Up
68350;No gesture
117266;Swiping Up
128942;Swiping Right
123645;Swiping Up
71713;No gesture
34869;Swiping Up
86672;Zooming In With Full Hand
78692;Thumb Up
120860;Doing other things
111148;Thumb Up
120100;No gesture
124503;Doing other things
76600;Doing other things
38102;Swiping Up
9460;Swiping Right
81505;No gesture
113581;Doing other things
108393;Stop Sign
64190;Swiping Up
35587;Zooming In With Full Hand
90622;Swiping Up
96786;Doing other things
46659;Swiping Right
12528;Swiping Right
12602;Thumb Up
71266;Doing other things
14226;Swiping Right
81413;Swiping Right
38699;Stop Sign
58800;Doing other things
101655;Thumb Up
141863;Doing other things
1396;Doing other things
96043;Stop Sign
63677;Thumb Up
25258;Stop Sign
145984;Swiping Right
32826;Doing other things
21343;Stop Sign
72939;Swiping Right
45978;Doing other things
8529;No gesture
52612;Doing other things
93506;Thumb Up
49430;No gesture
24699;No gesture
136445;Swiping Right
17416;Thumb Up
41641;Thumb Up
27143;Stop Sign
114851;Swiping Right
39885;Swiping Right
38597;Doing other things
88508;Doing other things
147448;Stop Sign
121141;Zooming In With Full Hand
115536;No gesture
35408;Swiping Right
61845;Stop Sign
59325;Doing other things
39679;Doing other things
3372;Doing other things
57685;Swiping Right
51183;Thumb Up
67709;Swiping Up
116600;Doing other things
107254;No gesture
105310;Swiping Up
67929;Swiping Right
94588;No gesture
37903;Thumb Up
5967;Doing other things
33131;Doing other things
9594;Stop Sign
44176;Doing other things
24233;Swiping Up
8002;Stop Sign
63994;Swiping Up
44973;Doing other things
2548;Stop Sign
47630;No gesture
66265;Thumb Up
105352;Swiping Right
43822;No gesture
134573;Swiping Right
52936;Stop Sign
112641;Swiping Right
74193;Thumb Up
92382;Zooming In With Full Hand
132888;Thumb Up
113918;Zooming In With Full Hand
121696;Doing other things
92623;Doing other things
9600;Thumb Up
101432;Zooming In With Full Hand
129772;Swiping Right
30126;Doing other things
92641;Swiping Up
112351;Doing other things
65160;Thumb Up
39937;Swiping Up
99629;Swiping Up
100296;No gesture
122679;Doing other things
71239;Swiping Right
129394;Zooming In With Full Hand
16816;Stop Sign
120831;Stop Sign
97393;Doing other things
58166;Zooming In With Full Hand
68386;Stop Sign
127387;Swiping Up
21407;Doing other things
114887;No gesture
49521;Swiping Right
135668;No gesture
136069;Doing other things
131039;Swiping Right
96126;Zooming In With Full Hand
26713;Doing other things
124490;Thumb Up
117678;Zooming In With Full Hand
64626;Doing other things
68022;Stop Sign
22003;No gesture
124702;Doing other things
141406;Zooming In With Full Hand
44504;Swiping Right
130999;Swiping Right
52268;No gesture
85171;No gesture
129113;Doing other things
123279;Doing other things
61341;Zooming In With Full Hand
119670;Doing other things
141729;Swiping Right
51221;Zooming In With Full Hand
140895;Doing other things
40914;Zooming In With Full Hand
135861;Doing other things
89448;Zooming In With Full Hand
111565;Zooming In With Full Hand
141375;Doing other things
96017;No gesture
104585;Stop Sign
57540;Zooming In With Full Hand
21180;Doing other things
39505;Thumb Up
45327;Doing other things
16774;Doing other things
70927;Doing other things
60758;Swiping Up
133957;Doing other things
32333;No gesture
118512;No gesture
19504;No gesture
10747;Doing other things
52772;Swiping Right
127221;No gesture
9022;Thumb Up
39790;Doing other things
38928;Swiping Up
77333;Thumb Up
94090;No gesture
135082;Doing other things
32209;Swiping Right
72397;Zooming In With Full Hand
26800;Doing other things
66964;No gesture
50321;Doing other things
142997;Zooming In With Full Hand
125912;Zooming In With Full Hand
27563;No gesture
95044;Doing other things
119956;Doing other things
111341;Swiping Up
41798;Swiping Right
114941;Zooming In With Full Hand
285;Doing other things
54432;Doing other things
95306;Doing other things
61413;No gesture
5858;No gesture
71815;Zooming In With Full Hand
67398;Stop Sign
33373;Doing other things
7945;Swiping Right
82941;Swiping Right
28434;No gesture
113004;No gesture
32188;No gesture
122923;No gesture
137655;Doing other things
108722;Doing other things
107286;Swiping Right
129266;Doing other things
7172;Swiping Right
125235;Thumb Up
30644;Doing other things
121961;Doing other things
102063;Doing other things
20968;Doing other things
91418;Doing other things
52407;Doing other things
143726;Doing other things
64945;Thumb Up
106799;Zooming In With Full Hand
116468;Stop Sign
35471;Swiping Right
131226;Doing other things
143795;Zooming In With Full Hand
90596;Swiping Right
82439;Stop Sign
49656;Doing other things
137771;Thumb Up
45750;Swiping Right
116337;Doing other things
98792;No gesture
18888;Stop Sign
76780;Doing other things
144246;Stop Sign
141052;No gesture
99336;Doing other things
10588;Doing other things
15050;Doing other things
62007;No gesture
90690;Thumb Up
57529;Stop Sign
123601;Thumb Up
21403;Swiping Right
105494;Zooming In With Full Hand
13054;Thumb Up
97325;Doing other things
19790;Swiping Right
112012;Swiping Up
74736;Swiping Right
85708;Swiping Right
104633;No gesture
3459;Swiping Up
13319;Swiping Up
22505;Zooming In With Full Hand
147658;Stop Sign
133834;No gesture
106316;Doing other things
123142;Doing other things
42363;Doing other things
83907;Stop Sign
56526;Doing other things
84255;Swiping Right
85298;Doing other things
13306;Doing other things
77610;Zooming In With Full Hand
131282;Doing other things
85855;Doing other things
111650;Stop Sign
28381;Zooming In With Full Hand
134661;Swiping Up
52619;Thumb Up
56305;Zooming In With Full Hand
73734;Stop Sign
120132;Stop Sign
114398;Thumb Up
60490;Thumb Up
68357;Swiping Up
108950;Doing other things
29992;Doing other things
84382;Zooming In With Full Hand
88206;Swiping Right
98404;Swiping Up
70373;No gesture
63788;Stop Sign
96203;Doing other things
31439;Zooming In With Full Hand
86061;Zooming In With Full Hand
42170;Doing other things
104966;Thumb Up
56507;Doing other things
39936;Swiping Right
46553;Thumb Up
110522;Thumb Up
14030;No gesture
106160;Thumb Up
117780;Stop Sign
47487;No gesture
108723;Zooming In With Full Hand
15704;Doing other things
77213;Swiping Right
80295;Swiping Up
45824;Doing other things
146818;Swiping Right
52037;Swiping Up
100817;Thumb Up
26900;Doing other things
117269;Doing other things
129549;Stop Sign
60999;Swiping Up
50293;Zooming In With Full Hand
75685;Doing other things
131696;Swiping Up
4269;Thumb Up
139099;Doing other things
20583;Doing other things
42609;Thumb Up
41030;Swiping Up
40953;Doing other things
128694;Swiping Up
112656;Doing other things
4334;Zooming In With Full Hand
114808;Swiping Up
428;No gesture
101713;Stop Sign
57705;Stop Sign
123016;Doing other things
128750;Stop Sign
69271;Swiping Up
7441;Zooming In With Full Hand
30449;Swiping Up
93027;Swiping Right
60096;Thumb Up
119370;Swiping Right
22543;Stop Sign
34712;Stop Sign
87895;Thumb Up
54155;Swiping Up
137647;Thumb Up
104767;Swiping Right
112007;Thumb Up
20279;Swiping Up
103543;Zooming In With Full Hand
28203;Zooming In With Full Hand
2891;Swiping Right
75807;Doing other things
90066;Doing other things
82591;Thumb Up
87100;No gesture
9304;Swiping Up
82472;Swiping Right
63102;Stop Sign
136538;No gesture
148029;Stop Sign
52939;Stop Sign
130460;Swiping Right
23853;Doing other things
42638;Thumb Up
109955;Doing other things
41253;Swiping Up
23844;Zooming In With Full Hand
12484;Zooming In With Full Hand
141146;Doing other things
81839;Thumb Up
54662;Stop Sign
1229;Doing other things
46296;Swiping Up
35985;Swiping Right
67120;No gesture
75697;Swiping Right
9863;Swiping Up
130456;Zooming In With Full Hand
87647;Swiping Right
118617;Zooming In With Full Hand
23028;Swiping Up
67471;Stop Sign
35930;Zooming In With Full Hand
55211;Doing other things
7281;Swiping Right
97525;Doing other things
33619;Swiping Up
77179;Thumb Up
8770;Swiping Right
20264;Swiping Up
141825;Zooming In With Full Hand
132859;Stop Sign
89848;No gesture
25690;Doing other things
137016;Doing other things
98357;Zooming In With Full Hand
140994;Thumb Up
114690;Doing other things
58667;Swiping Right
34377;Zooming In With Full Hand
126739;Stop Sign
121622;Stop Sign
55838;Zooming In With Full Hand
93063;Doing other things
117661;Doing other things
137580;Doing other things
138618;Swiping Up
129663;Thumb Up
99217;Doing other things
125443;Stop Sign
27425;Doing other things
92146;Zooming In With Full Hand
31576;Stop Sign
82687;Stop Sign
119851;Thumb Up
76157;Stop Sign
77210;Swiping Right
36019;Stop Sign
44214;No gesture
5978;Swiping Right
19646;Doing other things
4829;No gesture
1062;No gesture
84855;Stop Sign
70596;Zooming In With Full Hand
133466;Doing other things
49449;Stop Sign
100226;Swiping Up
125150;Stop Sign
40029;Doing other things
21644;Zooming In With Full Hand
516;Doing other things
120977;Stop Sign
142763;Swiping Right
8056;Stop Sign
13133;No gesture
93601;Thumb Up
5435;Swiping Up
126832;Thumb Up
127251;Thumb Up
30210;Zooming In With Full Hand
46637;Swiping Up
80146;Doing other things
102043;Swiping Up
73523;No gesture
127823;Swiping Right
42839;Doing other things
114670;Doing other things
80692;Thumb Up
70942;Doing other things
102526;Doing other things
112700;Zooming In With Full Hand
38127;Swiping Right
40266;Doing other things
87797;Doing other things
136771;Thumb Up
25043;Swiping Up
7248;Swiping Up
76246;Thumb Up
86293;Swiping Right
129809;Swiping Up
91085;Stop Sign
85081;Swiping Up
67791;Doing other things
77696;No gesture
40327;No gesture
80407;Swiping Right
140499;Doing other things
20393;Doing other things
67865;No gesture
55470;Zooming In With Full Hand
101450;Zooming In With Full Hand
91103;Doing other things
15115;Swiping Right
107584;Swiping Right
60515;Doing other things
45634;Thumb Up
18411;No gesture
75605;Doing other things
57836;Zooming In With Full Hand
12176;Stop Sign
48081;Doing other things
5038;No gesture
12741;Zooming In With Full Hand
111421;Doing other things
102700;Stop Sign
51107;Swiping Up
101117;Thumb Up
54550;Thumb Up
42031;Zooming In With Full Hand
77444;Thumb Up
105377;Stop Sign
76588;Swiping Right
47878;Doing other things
101975;No gesture
133282;Doing other things
71506;Stop Sign
51438;Swiping Up
58847;Zooming In With Full Hand
32113;No gesture
146452;Doing other things
30297;Thumb Up
142540;Thumb Up
59464;Doing other things
51337;Doing other things
8165;Thumb Up
145837;Thumb Up
62637;Zooming In With Full Hand
35015;Swiping Up
16238;Stop Sign
41403;Doing other things
138062;Zooming In With Full Hand
2018;Thumb Up
138051;Stop Sign
5220;Doing other things
50418;Zooming In With Full Hand
45134;Doing other things
370;Doing other things
141041;Doing other things
134498;Zooming In With Full Hand
85786;Swiping Up
124240;Swiping Right
128901;Zooming In With Full Hand
41192;Doing other things
141829;Swiping Up
137153;No gesture
17230;Stop Sign
10355;Doing other things
3141;Zooming In With Full Hand
51632;No gesture
115466;No gesture
49234;Swiping Right
22604;Thumb Up
144304;No gesture
96673;No gesture
137082;No gesture
98211;Thumb Up
36292;Stop Sign
50140;Zooming In With Full Hand
80410;Swiping Up
134685;Swiping Up
102548;Doing other things
42125;Doing other things
20111;Stop Sign
89152;Doing other things
35119;Doing other things
132653;No gesture
16447;Zooming In With Full Hand
103371;Thumb Up
142016;Thumb Up
109288;Doing other things
39052;Zooming In With Full Hand
119333;No gesture
20475;Stop Sign
99915;Stop Sign
59656;No gesture
12508;Thumb Up
98470;Doing other things
20084;Thumb Up
98510;Doing other things
123755;Doing other things
69663;Swiping Up
29163;Thumb Up
47468;Swiping Right
117698;No gesture
39748;Swiping Right
119929;No gesture
89227;Swiping Up
44151;Doing other things
43288;Thumb Up
77516;Doing other things
67657;Doing other things
39410;No gesture
114749;Swiping Right
54502;No gesture
127226;Stop Sign
127598;Swiping Up
36667;Swiping Up
117052;Doing other things
10827;Doing other things
40573;Zooming In With Full Hand
12394;Zooming In With Full Hand
24915;Stop Sign
34415;Stop Sign
110603;Stop Sign
128978;Zooming In With Full Hand
146184;Doing other things
137608;Doing other things
143340;Doing other things
78626;Doing other things
111610;Thumb Up
127163;Thumb Up
87248;Doing other things
89698;Doing other things
116840;Doing other things
147624;Swiping Right
112492;Doing other things
119666;Doing other things
85844;Zooming In With Full Hand
120200;Doing other things
78186;Swiping Up
76388;Doing other things
125382;Thumb Up
60713;Swiping Up
33601;Swiping Up
67175;Zooming In With Full Hand
110008;Swiping Up
109995;Stop Sign
132964;No gesture
104684;Thumb Up
6502;Swiping Up
15760;Doing other things
4877;Stop Sign
115832;Doing other things
9513;Stop Sign
13689;No gesture
107369;Doing other things
139110;Swiping Up
117503;Swiping Right
45246;Doing other things
130126;Doing other things
34099;Doing other things
98180;Stop Sign
24996;Zooming In With Full Hand
9592;Stop Sign
63814;Doing other things
87617;Swiping Right
27327;Stop Sign
23449;Thumb Up
42030;Swiping Right
62839;Doing other things
47848;No gesture
71667;Doing other things
117706;Doing other things
782;No gesture
57763;Stop Sign
90058;Doing other things
50709;Swiping Right
12200;Doing other things
142849;Swiping Right
81975;Swiping Right
996;Stop Sign
41988;No gesture
33912;Doing other things
45034;No gesture
54884;Swiping Up
98824;Stop Sign
123992;Doing other things
46247;Swiping Up
146775;Doing other things
67867;Swiping Up
44801;Zooming In With Full Hand
32662;Doing other things
141800;Stop Sign
97069;No gesture
62218;Swiping Up
23158;Stop Sign
112059;Stop Sign
46548;Swiping Right
56581;Doing other things
40219;No gesture
50265;Swiping Right
134817;No gesture
98127;Swiping Up
104250;Thumb Up
147746;Swiping Right
31128;Doing other things
44804;Stop Sign
96575;Doing other things
132384;Doing other things
66342;Swiping Up
91332;Doing other things
67920;Swiping Right
8569;Thumb Up
104575;Swiping Up
73768;Zooming In With Full Hand
8827;Zooming In With Full Hand
118727;Doing other things
74262;Swiping Right
96718;Zooming In With Full Hand
33400;No gesture
42443;Swiping Up
17261;Doing other things
79777;Doing other things
37521;Doing other things
94293;Swiping Up
76445;Thumb Up
2204;Zooming In With Full Hand
31102;Thumb Up
14676;Thumb Up
129405;Doing other things
67843;Doing other things
100647;Doing other things
44776;No gesture
18376;Stop Sign
28453;Swiping Right
36277;Swiping Right
66547;Stop Sign
91013;Stop Sign
34841;Doing other things
83074;Zooming In With Full Hand
71594;Doing other things
24579;Swiping Up
56366;Stop Sign
79367;Stop Sign
95903;No gesture
62485;Thumb Up
123540;Swiping Up
12871;Stop Sign
3395;Swiping Up
34551;Thumb Up
96226;Swiping Right
88228;Stop Sign
54578;Zooming In With Full Hand
41975;Stop Sign
3314;Thumb Up
147620;Swiping Right
144683;Thumb Up
53534;Swiping Right
135970;No gesture
72593;Stop Sign
44066;Doing other things
140988;Doing other things
63451;Zooming In With Full Hand
76017;Swiping Up
128727;Swiping Up
35201;Stop Sign
44336;Doing other things
102271;Thumb Up
65739;Doing other things
76772;Doing other things
134474;Doing other things
117753;Zooming In With Full Hand
94390;Doing other things
76947;Swiping Up
28380;Doing other things
49306;Doing other things
85513;Doing other things
59668;Doing other things
38697;Swiping Up
19284;Doing other things
135002;Doing other things
42171;Swiping Right
16285;No gesture
26004;Zooming In With Full Hand
138395;Swiping Right
101467;Doing other things
22397;Swiping Up
18030;Doing other things
9717;Thumb Up
30496;Thumb Up
108403;Swiping Up
108511;Zooming In With Full Hand
108464;Stop Sign
16035;Stop Sign
21238;Swiping Right
53673;Doing other things
91689;Stop Sign
72225;Doing other things
61852;Zooming In With Full Hand
68704;Doing other things
19926;No gesture
2539;Zooming In With Full Hand
108552;Doing other things
101642;No gesture
64768;Stop Sign
115963;Thumb Up
146990;Thumb Up
128554;Thumb Up
28655;Swiping Up
7321;Thumb Up
87032;Swiping Right
116205;Swiping Up
19363;Stop Sign
78183;Zooming In With Full Hand
26644;No gesture
5235;Zooming In With Full Hand
121694;Swiping Up
84011;Stop Sign
101758;Doing other things
54616;Stop Sign
41227;Doing other things
74498;Doing other things
13097;Doing other things
67895;Doing other things
34391;Thumb Up
99867;No gesture
29155;Doing other things
34084;Thumb Up
143875;Zooming In With Full Hand
55018;Zooming In With Full Hand
54012;Zooming In With Full Hand
134879;Doing other things
58518;Thumb Up
78380;Swiping Up
3411;No gesture
39787;Stop Sign
66372;Swiping Right
143151;No gesture
118117;Zooming In With Full Hand
91286;Zooming In With Full Hand
46536;Zooming In With Full Hand
138304;Thumb Up
73425;Doing other things
44429;Stop Sign
25875;Swiping Up
8738;Zooming In With Full Hand
12561;Swiping Right
119436;Swiping Up
105792;Stop Sign
133029;Swiping Right
105443;Zooming In With Full Hand
56669;Thumb Up
20287;No gesture
39830;Doing other things
92440;Stop Sign
142069;Thumb Up
132583;Stop Sign
63498;Doing other things
132612;Thumb Up
19884;Swiping Right
43347;Swiping Right
4631;Swiping Right
81806;Doing other things
132741;Zooming In With Full Hand
34280;Zooming In With Full Hand
115652;Doing other things
3377;Zooming In With Full Hand
57158;Doing other things
28511;Swiping Right
104217;Zooming In With Full Hand
103347;No gesture
86706;Swiping Right
38264;Zooming In With Full Hand
64971;No gesture
66511;Swiping Right
128148;Stop Sign
38427;Doing other things
46305;Doing other things
103035;Doing other things
23888;Doing other things
67264;Swiping Right
21671;Swiping Up
124967;Stop Sign
131614;Doing other things
75524;No gesture
134166;Thumb Up
55264;Zooming In With Full Hand
29871;Stop Sign
10372;No gesture
50695;Swiping Right
3985;Doing other things
18244;Stop Sign
112286;Doing other things
20833;Swiping Right
33140;No gesture
30979;Swiping Right
113639;Zooming In With Full Hand
50703;No gesture
131562;Doing other things
